Label,Soft_window_feature_192,Bone_window_feature_322,Standard_window_feature_74,Standard_window_feature_1635,Bone_window_feature_154,Soft_window_feature_1546,Bone_window_feature_10,Soft_window_feature_1012,Standard_window_feature_912,Soft_window_feature_1710,Standard_window_feature_208,Standard_window_feature_273,Bone_window_feature_1857,Standard_window_feature_511,Standard_window_feature_460,Soft_window_feature_216,Bone_window_feature_1253,Bone_window_feature_1843,Standard_window_feature_1149,Soft_window_feature_1507
0,0.828431794,-1.203692548,0.435057083,0.356369021,1.606634335,-0.251457136,-1.328248084,0.403582265,-2.78497939,-0.16263783,0.50018078,0.534282682,0.371881776,0.269557248,1.309649361,1.423080845,-1.13701443,-0.399842312,0.514176795,2.25484085
0,1.212673522,0.966156961,0.692857645,0.661866552,-0.638806046,-1.570601401,0.474483009,0.00762102,-0.297457328,-0.548012297,-0.499424936,1.863174258,1.380495436,-0.819184028,0.533560804,0.301823107,-0.988140468,1.162925175,0.354772368,0.095737255
1,0.33437411,-1.154569573,0.43705455,1.026533523,0.425089372,-0.006291658,-0.772014902,-1.344034189,0.582864648,0.677968884,-0.354668683,1.823273311,-0.54598097,0.883108608,-1.472533269,-0.519062821,0.524494165,-1.574335011,-1.142541688,0.858806415
1,-1.477749711,-1.687756516,-1.360951054,-0.934112202,0.190315594,-0.757451889,-0.386897886,-2.71553645,0.774453642,0.01299902,0.701277883,0.208972702,-0.479356169,0.404559945,-0.314606444,-0.352462184,1.056694229,-0.556329231,0.963581535,0.366794469
1,-0.781487041,-1.621245733,0.477517301,1.18065825,-0.520014212,0.745832159,-1.197371658,-0.906609202,0.186441272,0.696799447,-0.28006999,-0.515930579,-0.029926296,1.659568039,-1.132087166,-0.433385082,-0.475044966,-1.661606515,0.38425811,1.304363267
0,-2.029506517,-0.372631723,-0.130540479,0.687750333,0.592015973,0.299446972,-1.089557652,1.581127283,1.160152408,-0.82205601,-0.384801287,-1.665340991,-2.348468987,-1.917075953,0.678389538,-0.732764791,-1.115692324,-2.719775343,0.757492161,-2.435237254
0,1.399615705,0.628806224,-1.0819935,0.331572041,-0.135917504,2.600128292,-0.13445645,1.853411876,-0.408981958,0.289570337,-0.638091016,0.949253461,-0.028100397,-0.492780678,0.748050191,1.054340682,0.386527018,1.465399715,0.101970264,0.290007672
0,-0.230949988,-0.428163579,0.203925226,0.518024,-0.540568354,0.358938154,-1.728648252,0.207242727,-0.788017902,-0.699605603,0.37414817,0.837356003,1.429962225,-0.341874613,-0.743579679,0.011432546,-0.435021454,1.187178741,-0.004515132,-1.367845982
0,0.667365511,0.13130896,0.306856307,0.129198582,1.001409172,0.863156466,-0.957471484,0.206559425,0.34089825,0.465321535,1.69052464,-0.635459234,0.652571071,-1.586006031,1.202311441,0.017333251,-0.00202683,-1.313637165,-1.280158949,0.070601591
1,-0.452421708,1.095060158,0.056134049,-0.4933967,0.174546108,0.215080444,-0.08084061,0.523013465,0.183696394,-1.719590817,0.411472465,-1.008231994,-0.946338727,2.135197144,0.412460161,1.025847869,0.19236008,-0.915087579,0.320775416,2.31367686
1,1.219938461,-2.303219013,-0.078522379,0.020154597,-0.279465091,0.10605985,1.348586821,-1.07778235,2.144644956,0.99669384,-1.663697297,-1.62437689,0.083984809,1.217495683,-0.985363138,0.132933193,0.376673793,-0.509422827,-1.67692457,1.093118709
1,0.238895159,0.197177704,-1.088541661,0.95126821,0.18268271,-1.952262096,0.621003642,0.303822949,0.227093899,-1.810024779,-0.713221588,-0.267938792,-0.117615274,-0.767786157,0.267933874,0.163740991,1.182145732,-1.087114015,0.614050612,-0.225280253
1,0.891801426,-0.734864566,2.484601863,-0.776516735,0.691629523,0.331132471,-0.035106137,0.031755507,1.839677203,-0.800259627,-0.382011351,-0.809022131,-0.853940399,0.621032977,-0.876177308,0.505412101,-1.092267211,1.338391408,0.88515663,0.451046072
1,-0.490624076,0.702819069,-0.892538032,0.505423538,-0.36430425,-0.126792361,-1.166540602,0.002780282,0.045132184,-1.230310274,-0.781922145,-0.317822441,0.125743783,0.685346082,-0.914627768,-1.108279502,0.934340537,-0.927720875,0.969958351,-0.585012857
1,-0.692824418,-1.047985947,0.732022079,-1.8765927,-0.990228985,-0.206297248,-1.695930112,-1.998133054,-0.515919734,-0.096059967,-1.476304434,0.2818784,-0.506022124,-1.387737987,-0.797898915,1.881251694,-0.367956946,-1.239480559,0.070334839,0.488982399
1,-1.935919522,0.982965649,2.270036098,-0.662233186,-1.158747386,0.161548704,-1.098737013,0.795864678,-0.101607597,-0.526770287,-1.29150893,-0.213107339,-0.350710926,-0.223239581,-0.836664437,0.898222732,1.152376325,-0.574580913,0.288572877,-0.847222201
1,-0.693914873,-0.455467656,-0.203309957,0.757830026,-0.222114893,-0.099607158,1.806239467,0.564029875,-0.162437184,0.586405551,-1.931298664,-1.184468018,0.556913708,0.704724741,-0.187632852,-0.819176078,0.920003678,0.083861081,0.569053808,-0.024465096
0,-0.130152701,-0.863789182,1.184243667,0.567587433,1.292613412,-0.132401815,1.75569211,1.954484524,1.682098926,-0.575716073,-0.480064765,0.902169224,-1.708639726,1.049622002,1.807931574,1.532663538,-0.191985478,-0.129818111,0.443537981,-0.633965699
1,-0.028071728,-0.566614367,-0.325680579,-1.139398993,-1.050423886,0.603210937,0.243333825,1.396296765,1.389685606,1.052782416,1.042118038,-1.960794002,0.722899689,0.764680056,-2.929146052,-1.330997307,-1.054620913,0.765658018,-0.081749898,-1.482587175
0,0.586276783,0.797751474,-0.560789223,3.100687945,-2.060105552,-0.629044266,-0.240447468,-0.685717378,-0.350663823,0.52269472,0.321040129,2.178498737,0.182806713,-0.338942688,-0.73709076,-0.788487518,0.768149476,-0.160392476,-1.687410095,-1.14063977
0,0.189994686,0.964261366,0.339799917,0.600492565,1.129681735,-1.190374043,-0.986968795,1.135729657,-0.095303675,-0.143252894,-0.445165481,-0.274859871,-1.68787907,-0.340459614,-0.134222187,-0.419137696,0.520612799,0.763661798,-0.672349611,-1.294693836
0,0.8924697,0.093044965,0.982255466,-0.420241429,1.213080253,-0.291487643,-0.844918028,0.164417592,-0.795502803,0.224362121,1.347741185,0.14425777,0.658528866,-0.505199388,0.539096538,0.852327983,0.441279926,0.669253292,0.054160119,0.288702516
0,0.593518864,-0.532892573,0.688158581,-1.360074546,-0.963124753,-0.221071448,0.709041118,0.958856722,-0.863294484,0.811881985,0.320196999,1.134403435,0.36401552,0.973590192,0.297553374,-0.913400535,1.593064657,-1.237864762,0.22064461,0.486317285
1,-0.453393224,-0.439737958,0.893910089,-0.573496798,-0.308635314,-2.859042683,-2.028215881,0.452107189,0.627702274,0.393439503,0.23721636,-0.325390183,-0.397715184,-3.075119178,-2.422940528,-0.224937433,-0.189257068,-2.993430629,0.907709902,0.124785426
0,-1.595751046,1.123758088,1.225731125,-0.867092197,0.097365394,-0.735296612,0.351804881,-0.731830764,-0.063014265,0.306249632,-1.222677561,0.873172919,0.557640537,-0.07231328,0.129502064,0.280117818,0.266644977,1.286011776,0.271832085,-0.940106617
0,-0.267276115,1.080002487,0.026077764,1.234688066,0.691719426,0.674589344,-0.004416796,0.138159654,1.781637145,-0.111756083,1.605854773,1.814508043,0.809977806,-1.539427998,0.955720213,-0.908823938,-0.450273473,0.318485359,-1.167694376,2.102219909
1,-0.293213807,-0.101197387,-1.062038048,-0.887362578,0.040520676,-1.812684433,0.568189788,-0.96349532,-0.075863166,0.197121891,0.454811144,-0.506863596,-1.336431646,-0.323833382,-1.31153239,-0.698627869,0.19593652,-0.049890889,0.292885441,1.054271497
1,-0.603276358,-1.491547349,-1.28862348,-0.642759821,-2.572626425,-1.87617106,-1.030185547,-1.19886361,0.136496245,0.405555721,-0.998759029,-1.17841849,-0.82673135,0.447257224,0.994989095,0.72987392,-1.690009046,-1.764061407,1.16318331,-0.486848571
0,0.146479341,1.70981154,-0.288823158,-0.360695644,-0.74617235,1.110801115,-2.491828025,1.734903425,-0.548571152,1.177886716,1.994667319,1.335953294,-0.115758832,0.336033322,1.064483295,0.498794008,-0.63095234,0.153679575,0.160945568,1.358175935
1,-1.809183114,0.621048739,-1.488449123,-2.177321099,-0.98041024,0.2843923,0.700221202,-1.832813437,-1.177209302,-0.163128514,-0.077301461,0.241678538,-0.56103581,0.677288535,-1.223639074,-1.484103694,-0.546048488,-0.577203892,1.163545873,-0.476847211
1,-0.163680005,-1.360356318,-0.618955563,-1.35694168,0.669494158,0.354228278,-1.630565656,0.654339055,0.437934061,-0.517038377,-0.073402725,0.867425727,-0.443822242,0.777493362,-0.913029998,0.419992671,-1.243099681,-0.154459788,1.963421285,-1.616171673
1,-1.489794367,0.904882093,0.024997908,-1.81710922,-1.194506481,-0.424875636,1.151011551,0.452238638,1.330420767,1.075091918,-0.670443378,2.187837574,-0.098102587,1.324210776,0.090744234,0.544033559,-0.516757331,1.563671187,0.186143403,-0.324874701
1,0.25457657,1.433492296,-0.931338126,-0.503898827,1.789247572,-0.228811462,-0.760772923,-0.058191465,1.541599764,1.690931446,-0.195714611,-0.557421592,-1.522133139,-0.620292052,-0.66635785,0.480018261,0.324749042,-1.541530698,-0.834421521,0.573105442
0,1.534405694,1.665706807,-0.846394206,0.179829581,1.12164385,0.834034797,-1.519024507,0.338541102,-0.95833515,-0.952502837,0.843022763,0.091589951,1.762767914,-0.527957405,0.361525378,-0.517849871,-0.553649656,1.47355497,-0.436743935,0.27594599
0,0.916812249,2.30356411,0.765176679,-0.679862458,-0.041377707,0.35348253,-0.373320485,-0.017338064,-1.367888895,0.522559383,-0.537531676,1.815352843,-0.799485078,0.396360373,0.610892781,0.649978381,0.467534333,0.400040065,-0.64806791,0.295908424
0,-1.358966162,-0.08705003,-0.298673152,-1.778034952,-0.217935757,-0.675370094,-1.056204365,-0.318612068,0.682348043,-0.505539133,0.639515754,-0.90103848,-0.21351698,1.23380414,1.137796387,-0.944271013,-1.050215027,-0.138894438,0.507583969,-1.24135542
0,2.544619479,1.823995488,-0.053235606,0.237088441,-1.17587951,-2.892225527,-0.737983308,1.549539004,0.366977843,-0.204680016,0.988632666,-0.223713999,-0.582826337,-2.394769097,0.699926349,0.058209707,-0.571810234,0.678548278,-0.632189075,0.348664763
0,-0.295319354,2.032145838,-1.418586183,0.416975682,1.397763888,-0.805200385,-0.09521871,1.299282241,0.403971103,-1.408438542,0.213301775,-1.712682151,-0.7772407,-2.703421637,0.933329288,0.168540639,1.211516535,-0.272786644,-0.342165841,0.233559513
1,-2.59158318,-0.520788069,-0.313594732,-0.133198621,0.947020022,-1.36892915,1.773445315,-2.132957387,-0.224953319,1.162969326,-0.362754751,0.138179937,-1.026798079,0.285704944,-2.313991301,0.131797123,-0.590455509,0.171238377,1.208071066,0.727968491
0,1.583304381,-0.118320668,-0.597614622,0.479751765,1.538540368,0.279480758,-0.693043413,1.460765807,-0.217430832,-0.476785597,1.171514539,-1.246037655,1.516176071,-0.880127144,-0.962330091,-0.076241639,0.23076604,-0.658005441,0.620168354,0.599610543
0,-0.962231881,-0.652331178,0.958746985,-0.440860139,1.247896695,0.161542509,-0.096319589,-0.981081103,0.681384665,-0.564174492,-0.173577451,0.413402534,-0.455783647,-0.319415259,-1.064050435,-1.04493801,-1.539523601,0.467246652,-0.273543007,-2.293852328
1,0.757038939,0.676414596,-0.137225267,-0.320912591,-1.917664117,-0.584945012,0.835617738,-0.481632776,0.573532966,-1.144801612,-0.909043597,-1.413456155,1.832764854,-1.473687528,0.671858775,1.52889884,2.057572534,1.111132323,1.344034564,0.703655733
0,-0.015705615,-1.851705211,-0.738091954,0.528409878,0.309641994,0.609450853,-1.386564723,1.170395694,-0.925793945,-0.747089829,-0.555682174,0.879216849,0.500459252,-3.098691869,-1.055396081,-1.019347071,-0.713197945,1.731633527,-1.146761181,0.239607487
0,-0.171407129,-1.145206722,-0.358714207,1.431065925,0.160936921,0.085984888,1.170248914,1.088499535,-1.059383858,1.122944881,0.566960694,0.185521097,-1.310436683,-1.232956415,0.031136944,-0.549549141,-2.366077572,-0.817147016,-0.851094593,-0.436855989
0,-1.511488462,0.116668695,0.919894944,0.864414385,0.223388195,1.689910108,-1.308040607,0.012413694,-0.455171535,-0.298747794,0.356500691,-0.401220023,0.701114411,0.721232183,0.857388322,-0.046330699,-1.266967772,0.005084353,-0.235545351,1.816664381
0,0.310917713,-0.280021958,-1.689911806,-0.680410668,0.853756045,0.458198643,-1.128026259,0.604428127,-0.001104304,0.982153511,-0.316641509,1.6411607,1.045598506,-1.354773694,-0.577480582,0.839458082,-0.842361284,-0.222708308,-1.178996017,0.562126547
0,-0.414529726,0.114419951,1.823691274,-0.018364353,-0.07353586,-0.571553215,-0.605319001,1.509481824,0.078141655,-0.131974748,-1.122443228,-0.293829617,1.214939444,-0.037184519,0.161833742,0.234348429,-0.149319649,0.858819462,0.518546313,-1.249829457
0,0.767773834,0.941423987,-1.17493796,0.962742144,-2.444795,-1.179648974,0.434480322,1.902107625,-0.547582623,-0.661335102,0.178758245,1.863914547,2.178444422,-1.046726726,0.040577106,0.677458036,-0.018714355,1.772056136,1.621100658,-1.349719535
0,-0.233758098,0.643672729,0.424587996,0.995733835,1.744845954,0.515639105,0.144249552,-1.128709835,0.064994612,-0.162456537,0.747045888,0.436111983,0.220887164,1.141083517,0.49470944,-0.998581978,-1.912950587,0.670464371,-0.706814701,0.742620841
0,-0.791674744,0.382590274,-1.129992472,0.421284418,0.604250624,-0.133472773,0.714140012,0.699902614,0.610618918,0.010632806,2.644961119,-0.950002055,2.625515324,-0.91476875,-0.309204857,-0.409956102,0.026766736,0.2998551,0.894234615,0.105179643
0,-0.211999354,1.513574528,0.638281336,1.501498546,0.437863436,-1.281602344,-1.654647145,1.576390489,-1.181397693,-0.822753679,2.245848143,0.095034783,0.443338099,-0.865204456,2.412296382,-0.217635984,-0.858580041,0.029065441,0.167917975,0.024556766
0,0.896642576,-0.013428352,-2.404643337,1.416577464,0.334573586,1.918672579,1.536411034,1.137330786,0.244217101,-0.059249578,0.866419225,0.777665082,-0.11844089,-0.510462538,-1.74477865,0.506568493,-1.079949921,0.50505028,2.575452547,-0.73586772
0,1.343102404,1.838583544,-0.176011841,0.22865705,1.210266398,0.448924117,-0.075606442,0.526990808,1.0316747,1.1847563,0.557485592,1.070716821,-0.741069665,1.527808297,0.457544764,-1.534996413,-0.411342994,0.801115756,-0.195932828,-0.704370974
0,0.527697939,-0.323802458,1.805533684,-0.245941663,1.017857774,0.778066558,1.296852589,-0.292313306,-2.038144745,1.544527238,0.212636117,0.236381741,0.349361557,-0.239045894,-0.239397749,0.189523642,0.58688958,0.770265223,-0.169116306,-0.17021249
1,-1.102051609,-0.649013885,0.122425104,-1.383098521,1.68572944,2.096253775,0.509317556,-1.077305775,-0.073319498,1.35771103,-1.931376342,-0.552874725,0.770185516,0.604338169,2.235314116,-2.206137887,1.019063102,0.425757198,-0.316686359,2.050846041
1,-0.059940667,-0.194364585,-1.479102944,1.273445787,-1.704096272,-0.131548352,-0.236177294,0.499285195,-1.297588023,0.945422007,0.041213103,-1.734401231,-0.938631389,-1.023202002,0.528916104,-1.226403036,0.124438819,-0.124857853,0.100034507,0.666583488
1,0.655720891,0.0985189,-0.341435801,0.399010208,0.095019119,-0.24627992,1.910350809,0.316927307,0.655474066,0.06121674,-0.15864223,-0.585349766,-0.870237957,0.027882178,-0.583051084,-0.782461944,0.125767753,-0.188749195,-0.37786969,1.384129174
0,-2.225534875,-0.166757962,-0.80069442,-1.43947506,1.182575598,0.072933789,-0.059122243,-1.509374363,-0.543884258,0.205002878,0.389845606,0.327384391,-0.255916403,0.038592472,0.999408267,-0.117125931,0.441472211,2.520073082,1.365527928,-0.024875956
0,-0.138416302,0.465893681,1.371960692,0.304377324,0.367038024,1.073062225,0.342467699,0.268535859,-0.128926384,-1.257160056,0.238357256,0.54909779,2.044204558,-0.056271634,1.625949548,-1.123703845,1.493131034,0.976769586,-0.732156311,-2.115314288
0,0.432120765,-3.102969039,0.119386208,0.043566207,0.286649912,-2.323648542,-0.192801111,0.286892674,1.406470821,0.175583516,-0.638506378,0.590353341,1.825134829,-0.031703273,1.498775966,-0.016814934,-0.636511182,1.080268873,0.257853238,-1.924840554
